Seq.;Área;Nivel1;Nivel2;Nivel3;Nivel4;Nivel5;Nivel6;CDD;Descrição;;
1670;342;;;;;;;342.11952;Espécies;;
1671;342;;;;;;;342.11953;Fundação, organização. Reconhecimento de utilidade pública;;
1672;342;;;;;;;342.11954;Patrimônio;;
1673;342;;;;;;;342.11955;Extinção;;
41;342;;;;;;;342.12;Direitos reais. Coisas e bens;;
1674;342;;;;;;;342.12;Direitos reais. Coisas ou bens;;
1675;342;;;;;;;342.121;Coisas ou bens. Suas divisões;;
1676;342;;;;;;;342.1211;Coisas ou bens físicos, materiais e coisas ou bens intelectuais ou incorpóreos;;
1677;342;;;;;;;342.1213;Coisas ou bens divisíveis e indivisíveis, partes constitutivas das coisas;;
1678;342;;;;;;;342.1214;Coisas ou bens móveis e imóveis;;
1679;342;;;;;;;342.12141;Móveis;;
1680;342;;;;;;;342.12142;Imóveis;;
1681;342;;;;;;;342.1215;Coisas ou bens no comércio e fora do comércio;;
1682;342;;;;;;;342.12151;Doação de órgãos;;
1683;342;;;;;;;342.1216;Coisas fungíveis e infungíveis;;
1684;342;;;;;;;342.1217;Coisas ou bens acessórias e principais, dependentes e independentes;;
1685;342;;;;;;;342.1218;Divisões dos bens segundo os proprietários;;
1686;342;;;;;;;342.12181;Coisas comuns;;
1687;342;;;;;;;342.12182;Bens públicos;;
1688;342;;;;;;;342.12183;Bens privados;;
1689;342;;;;;;;342.1219;Outras divisões das coisas;;
1690;342;;;;;;;342.122;Direitos reais em geral;;
1691;342;;;;;;;342.1221;Natureza, definição, caracteres;;
1692;342;;;;;;;342.1222;Condições de existência: Transcrição e publicidade;;
1693;342;;;;;;;342.123;Propriedade;;
1694;342;;;;;;;342.1232;Aquisição, transmissão e perda da propriedade;;
1695;342;;;;;;;342.12321;Ocupação. Apropriação. Reversão;;
1696;342;;;;;;;342.12322;Acessão mobiliária. Especificação. Confusão. Adjunção;;
1697;342;;;;;;;342.12323;Tradição;;
1698;342;;;;;;;342.12324;Usucapião. Prescrição aquisitiva;;
1699;342;;;;;;;342.12325;Acessão;;
1700;342;;;;;;;342.12328;Alienação entre vivos;;
1701;342;;;;;;;342.1233;Direitos do proprietário. Garantia de seus direitos;;
1702;342;;;;;;;342.12331;Direitos de gozar da coisa;;
1703;342;;;;;;;342.12332;Direitos de excluir todas as pessoas de uso da coisa própria;;
1704;342;;;;;;;342.1234;Limitações do direito de propriedade;;
1705;342;;;;;;;342.12341;Desapropriação por utilidade pública;;
1706;342;;;;;;;342.12343;Limitações derivadas dos direitos privados e dos monopólios. Conflitos entre direitos privados;;
1707;342;;;;;;;342.12344;Propriedade limitada;;
1708;342;;;;;;;342.12345;Propriedade do espaço aéreo e subsolo;;
1709;342;;;;;;;342.12347;Inalienabilidade;;
1710;342;;;;;;;342.1235;Propriedade imobiliária. Regime das terras;;
1711;342;;;;;;;342.1236;Direitos diversos derivados da propriedade feudal;;
1712;342;;;;;;;342.1237;Bens de família. Homestead;;
1713;342;;;;;;;342.1238;Condomínio e indivisão;;
1714;342;;;;;;;342.1239;Direito de preempção;;
1715;342;;;;;;;342.124;Direitos reais segundo o objeto ao qual dizem respeito;;
1716;342;;;;;;;342.1241;Direitos privados que nascem da vizinhança;;
1717;342;;;;;;;342.1242;Direitos privados relativos aos edifícios e construções;;
1718;342;;;;;;;342.1243;Direitos privados relativos à caça e à pesca;;
1719;342;;;;;;;342.1244;Direitos privados relativos às águas;;
1720;342;;;;;;;342.1245;Direitos privados relativos às minas. Propriedade mineira. Direito de mineração;;
42;342;;;;;;;342.1247;Direito Agrário. Direito Rural;;
1721;342;;;;;;;342.1247;Direito Agrário. Direito Rural;;
1722;342;;;;;;;342.12471;Estatuto da Terra;;
1723;342;;;;;;;342.12472;Imóvel rural;;
1724;342;;;;;;;342.12473;Função social da propriedade;;
1725;342;;;;;;;342.12474;Cadastro rural;;
1726;342;;;;;;;342.12475;Aquisição e arrendamento de imóveis rurais por estrangeiros;;
1727;342;;;;;;;342.12476;Crédito rural;;
1728;342;;;;;;;342.12477;Usucapião especial rural;;
1729;342;;;;;;;342.12478;Contratos agrários;;
1730;342;;;;;;;342.12479;Reforma agrária;;
1732;342;;;;;;;342.124791;Desapropriação para fins de Reforma Agrária;;
1731;342;;;;;;;342.124944;Reforma Agrária na França;;
1733;342;;;;;;;342.125;Outros direitos reais além da propriedade;;
1734;342;;;;;;;342.1251;Posse;;
1735;342;;;;;;;342.12512;Posse natural ou detenção, posse precária, atos de simples tolerância;;
1736;342;;;;;;;342.12513;Posse de boa e de má-fé;;
1737;342;;;;;;;342.12514;Posse legítima;;
1738;342;;;;;;;342.12515;Posse de bens móveis em particular. Posse valendo por título. Prescrição instantânea;;
1739;342;;;;;;;342.12516;Posse dos frutos;;
1740;342;;;;;;;342.1252;Usufruto;;
1741;342;;;;;;;342.1253;Uso;;
1742;342;;;;;;;342.1254;Habitação;;
1743;342;;;;;;;342.1255;Enfiteuse;;
1744;342;;;;;;;342.1256;Superfície;;
1745;342;;;;;;;342.1258;Concessão sobre domínio público;;
1746;342;;;;;;;342.126;Servidões;;
1747;342;;;;;;;342.1261;Questões particulares;;
1748;342;;;;;;;342.1262;Servidões legais de utilidade pública;;
1749;342;;;;;;;342.1265;Servidões legais de interesses privados;;
1750;342;;;;;;;342.1266;Servidões por convenção;;
1751;342;;;;;;;342.1267;Servidões pessoais (Direito antigo);;
1752;342;;;;;;;342.127;Hipotecas. Garantias reais. Dívidas sobre imóveis;;
1753;342;;;;;;;342.1271;Natureza. Caracteres. Noções. Definições;;
1754;342;;;;;;;342.1272;Bens suscetíveis de hipoteca;;
1755;342;;;;;;;342.1273;Estabelecimento e conservação das hipotecas. Inscrição e transcrição, renovação. Certificado hipotecário. Título novo;;
1756;342;;;;;;;342.1274;Efeitos e extensão das hipotecas; 342.124981 Reforma agrária no Brasil;
1757;342;;;;;;;342.1275;Cessão e sub-rogação da dívida hipotecária;;
1758;342;;;;;;;342.1276;Extinção das hipotecas: pela extinção obrigação principal, renúncia do credor, prescrição, perda ou destruição da coisa;;
1759;342;;;;;;;342.1277;Diversas espécies de hipotecas. Divisão das hipotecas. Classificação;;
1760;342;;;;;;;342.1278;Crédito imobiliário e agrícola;;
1761;342;;;;;;;342.128;Privilégios. Dívidas privilegiadas;;
1762;342;;;;;;;342.1281;Privilégios sobre os móveis;;
1763;342;;;;;;;342.1282;Privilégios sobre os imóveis. Privilégios sobre o preço dos imóveis;;
1764;342;;;;;;;342.1283;Privilégios de acordo com as diversas espécies de dívidas privilegiadas;;
1765;342;;;;;;;342.1285;Direito de retenção;;
1766;342;;;;;;;342.1286;Bens impenhoráveis;;
1767;342;;;;;;;342.1287;Concurso e preferências entre credores;;
1768;342;;;;;;;342.13;Móveis;;
1769;342;;;;;;;342.14;Obrigações. Contratos. Convenções;;
1770;342;;;;;;;342.141;Obrigações em geral;;
1771;342;;;;;;;342.1411;Teoria geral;;
1772;342;;;;;;;342.1412;Diversas espécies. Modalidades das obrigações;;
1773;342;;;;;;;342.1413;Pessoas que intervêm nas obrigações em geral;;
1774;342;;;;;;;342.1414;Solidariedade. Pluralidade de devedores e de credores;;
1775;342;;;;;;;342.1415;Cessão ou transferência de crédito. Venda de direitos. Mudanças na pessoa do credor;;
1776;342;;;;;;;342.1416;Cessão de dívidas. Mudanças na pessoa do devedor;;
1777;342;;;;;;;342.142;Efeitos das obrigações;;
1778;342;;;;;;;342.1422;Inexecução das obrigações;;
1779;342;;;;;;;342.1423;Culpa e negligência nas obrigações;;
1780;342;;;;;;;342.1424;Caso fortuito. Calamidades;;
1781;342;;;;;;;342.1425;Execução tardia das obrigações;;
1782;342;;;;;;;342.1427;Insolvência. Prazo dado pelo juiz;;
1783;342;;;;;;;342.1428;Exercício dos direitos e das ações dos devedores. Ação sub-rogatória;;
1784;342;;;;;;;342.143;Extinção das obrigações;;
1785;342;;;;;;;342.1431;Pagamento;;
1786;342;;;;;;;342.1432;Oferta de pagamento. Ofertas reais;;
1787;342;;;;;;;342.1433;Perdão de dívidas. Aceptilação;;
1788;342;;;;;;;342.1434;Compensação;;
1789;342;;;;;;;342.1435;Novação. Delegação. Expromissão;;
1790;342;;;;;;;342.1436;Confusão de direitos;;
1791;342;;;;;;;342.1437;Pagamento com sub-rogação;;
1792;342;;;;;;;342.1438;Verificação de contas;;
1793;342;;;;;;;342.1439;Outras causas de extinção;;
1794;342;;;;;;;342.14391;Perda de coisas devidas;;
1795;342;;;;;;;342.14392;Condição resolutória;;
1796;342;;;;;;;342.14393;Revogação;;
1797;342;;;;;;;342.14394;Prescrição e decadência;;
1798;342;;;;;;;342.144;Contratos e convenções em geral;;
1799;342;;;;;;;342.1441;Classificação dos contratos;;
1800;342;;;;;;;342.14411;Unilaterais, bilaterais, sinalagmático;;
1801;342;;;;;;;342.14412;Onerosos e gratuitos;;
1802;342;;;;;;;342.14413;Reais e consensuais;;
1803;342;;;;;;;342.14414;Comutativos e aleatórios;;
1804;342;;;;;;;342.14415;Solenes e não solenes;;
1805;342;;;;;;;342.14416;Nominais e inominais;;
1806;342;;;;;;;342.14417;Principais e acessórios;;
1807;342;;;;;;;342.14418;Liberdade dos contratos em geral;;
1808;342;;;;;;;342.1442;Condições para a validade dos contratos em geral. Consentimento;;
1809;342;;;;;;;342.14421;Declaração, manifestação da vontade;;
1810;342;;;;;;;342.14422;Vícios do consentimento;;
1811;342;;;;;;;342.14425;Juramento em geral;;
1812;342;;;;;;;342.14427;Oferta e aceitação;;
1813;342;;;;;;;342.14428;Ratificação;;
1814;342;;;;;;;342.14429;Contratos entre ausentes, por correspondência, por telegramas, por telefone, por meio eletrônico etc. Documento Eletrônico. Certificação Digital;;
1815;342;;;;;;;342.1443;Capacidade nos contratos. Incapacidade;;
1816;342;;;;;;;342.1444;Objeto dos contratos. Objeto impossível, ilícito, imoral;;
1817;342;;;;;;;342.1445;Causa. Realidade da causa. Causa ilícita;;
1818;342;;;;;;;342.1446;Interpretação dos contratos;;
1819;342;;;;;;;342.1447;Efeitos dos contratos em relação a terceiros;;
1820;342;;;;;;;342.1448;Outras questões diversas relativas aos contratos;;
1821;342;;;;;;;342.1449;Nulidade, rescisão, revogação, resolução dos contratos. Lesões. Condições ilícitas;;
1822;342;;;;;;;342.145;Contratos particulares;;
1823;342;;;;;;;342.1451;Venda. Cessão. Compra;;
1824;342;;;;;;;342.14511;Venda de bens móveis;;
1825;342;;;;;;;342.14512;Venda por atacado;;
1826;342;;;;;;;342.14513;Venda por peso e medida. Vendas a varejo;;
1827;342;;;;;;;342.14514;Venda de imóveis. Incorporação de imóveis;;
1828;342;;;;;;;342.14515;Venda de animais;;
1829;342;;;;;;;342.14516;Venda pública. Venda em leilão;;
1830;342;;;;;;;342.14517;Promessa de venda. Opção de venda. Policitação;;
1831;342;;;;;;;342.14518;Venda por modalidades diversas. Retrovenda;;
1832;342;;;;;;;342.14519;Outras vendas ou cessões. Alienação fiduciária;;
1833;342;;;;;;;342.1452;Troca ou permuta;;
1834;342;;;;;;;342.1453;Aluguel de coisas. Locação. Arrendamento. Regras comuns a todos os arrendamentos;;
1835;342;;;;;;;342.14531;Locação de bens rurais. Arrendamento de bens rurais. Formas diversas de contratos agrícolas. Parceria. Meieiros, colonos etc;;
1836;342;;;;;;;342.14532;Locação de animais. Arrendamentos de gado;;
1837;342;;;;;;;342.14533;Locação de imóveis;;
1838;342;;;;;;;342.145331;Locação de casas, de apartamentos, de quartos de pensão ou hotel;;
1839;342;;;;;;;342.14534;Locação de outros imóveis que não casas e bens rurais: usinas, fundos de comércio etc;;
1840;342;;;;;;;342.14536;Locação de bens móveis;;
1841;342;;;;;;;342.14538;Locação de bens da União, dos Estados, Municípios e dos estabelecimentos públicos;;
1842;342;;;;;;;342.1454;Aluguel de serviços;;
1843;342;;;;;;;342.14541;Pessoas que prometem seu próprio trabalho a outro em serviço diário;;
1844;342;;;;;;;342.14542;Contrato de hospedagem. Contrato de pensão;;
1845;342;;;;;;;342.14543;Empreitada;;
1846;342;;;;;;;342.1455;Empréstimos;;
1847;342;;;;;;;342.14551;Mútuo ou empréstimo de consumo;;
1848;342;;;;;;;342.14552;Comodato ou empréstimo de uso;;
1849;342;;;;;;;342.14553;Penhor;;
1850;342;;;;;;;342.1456;Empréstimo a juros. Anatocismo: juros dos juros;;
1851;342;;;;;;;342.14563;Usura;;
1852;342;;;;;;;342.1457;Títulos de crédito civis;;
1853;342;;;;;;;342.14571;Títulos nominais;;
1854;342;;;;;;;342.14572;Títulos ao portador;;
1855;342;;;;;;;342.1459;Depósitos;;
1856;342;;;;;;;342.14593;Depósito voluntário. Depósito em banco;;
1857;342;;;;;;;342.14595;Depósitos necessários;;
1858;342;;;;;;;342.14597;Depósitos em mãos de depositário legal. Consignação;;
1859;342;;;;;;;342.14598;Depósito irregular;;
1860;342;;;;;;;342.1461;Seqüestro convencional;;
1861;342;;;;;;;342.1462;Mandato. Procurações;;
1862;342;;;;;;;342.14622;Mandato geral;;
1863;342;;;;;;;342.14624;Mandato particular;;
1864;342;;;;;;;342.14626;Gerente e agente de negócios. Gerente de imóveis. Administrador;;
1865;342;;;;;;;342.1463;Transporte;;
1866;342;;;;;;;342.1464;Rendas;;
1867;342;;;;;;;342.14643;Constituição de renda perpétua;;
1868;342;;;;;;;342.14644;Renda feudal;;
1869;342;;;;;;;342.14645;Renda sobre o Estado;;
1870;342;;;;;;;342.1465;Jogo, aposta;;
1871;342;;;;;;;342.1466;Penhor;;
1872;342;;;;;;;342.14663;Penhor sobre coisas mobiliárias pessoais;;
1873;342;;;;;;;342.14664;Penhor sobre coisas mobiliárias incorpóreas e sobre os direitos;;
1874;342;;;;;;;342.1467;Anticrese;;
1875;342;;;;;;;342.1468;Caução. Garantia. Prestação de segurança;;
1876;342;;;;;;;342.14685;Caução legal e judiciária;;
1877;342;;;;;;;342.1469;Transação e compromisso;;
1878;342;;;;;;;342.14691;Transação;;
1879;342;;;;;;;342.14692;Compromisso. Cláusula compromissória;;
1880;342;;;;;;;342.1471;Sociedades civis. Associações;;
1881;342;;;;;;;342.14711;Sociedade universal;;
1882;342;;;;;;;342.14712;Sociedades particulares;;
1883;342;;;;;;;342.14714;Sociedades imobiliárias;;
1884;342;;;;;;;342.14715;Sociedades agrícolas;;
1885;342;;;;;;;342.14716;Sociedades recreativas e culturais. Associações de fato;;
1886;342;;;;;;;342.14717;Associações religiosas e filosóficas. Conventos;;
1887;342;;;;;;;342.14718;Associações sem finalidade de lucro;;
1888;342;;;;;;;342.1472;Doação entre vivos. Liberalidades. Atos a título gratuito;;
1889;342;;;;;;;342.1473;Doações entre cônjuges;;
1890;342;;;;;;;342.1474;Doação por contrato de casamento;;
1891;342;;;;;;;342.1476;Promessa de dívida. Reconhecimento de dívida contestada e não provada;;
1892;342;;;;;;;342.148;Outras formas contratuais;;
1893;342;;;;;;;342.1481;Contrato de arrendamento mercantil (leasing). Alienação fiduciária;;
1894;342;;;;;;;342.1482;Cartão de crédito;;
1895;342;;;;;;;342.1483;Contrato de adesão;;
1896;342;;;;;;;342.1484;Contrato misto;;
1897;342;;;;;;;342.1485;Contrato bancário;;
1898;342;;;;;;;342.15;Outras fontes de obrigações além dos contratos. Obrigações legais. Quasecontratos. Quase-delitos. Atos ilícitos. Delitos considerados do ponto de vista civil;;
1899;342;;;;;;;342.151;Responsabilidade civil em geral. Ação aquiliana. Teoria do risco;;
1900;342;;;;;;;342.1511;Condições de existência da responsabilidade;;
1901;342;;;;;;;342.1512;Pessoas responsáveis. Imputabilidade da responsabilidade;;
1902;342;;;;;;;342.1513;Reparação do dano. Pena privada. Indenizações;;
1903;342;;;;;;;342.1515;Responsabilidade perante terceiros por fato de outrem ou por dano ocasionado por outras pessoas;;
1904;342;;;;;;;342.15151;Responsabilidade dos pais;;
1905;342;;;;;;;342.15152;Responsabilidade dos empregadores, chefes, patrões;;
1906;342;;;;;;;342.15153;Responsabilidade dos preceptores ou outras pessoas que tenham crianças sob sua guarda;;
1907;342;;;;;;;342.15154;Responsabilidade de pessoas tendo a guarda de incapazes, exceto crianças;;
1908;342;;;;;;;342.1516;Responsabilidade do dano causado por animais;;
1909;342;;;;;;;342.1517;Responsabilidade do dano causado a terceiros por coisas inanimadas em geral;;
1910;342;;;;;;;342.153;Atos ilícitos e danosos em particular. Delitos;;
1911;342;;;;;;;342.155;Quase-contratos em geral;;
1912;342;;;;;;;342.1551;Enriquecimento sem causa. Recebimento de coisa indevida. Enriquecimento ilícito;;
1913;342;;;;;;;342.15511;Restituição de coisa indevida. Ação de restituição. Condictio indebitti;;
1914;342;;;;;;;342.15512;Actio de in rem verso;;
1915;342;;;;;;;342.1552;Gestão de negócios de outro sem mandato. Negotiorum gestio;;
1916;342;;;;;;;342.1553;Indivisão. Comunidade acidental. Actio comunni dividundo;;
1917;342;;;;;;;342.1554;Exibição de coisas e de títulos. Actio ad exhibendum;;
1918;342;;;;;;;342.156;Responsabilidade profissional ou devido ao exercício de profissões;;
43;342;;;;;;;342.16;Direito de família;;
1919;342;;;;;;;342.16;Direito de família;;
1920;342;;;;;;;342.161;Família;;
1921;342;;;;;;;342.1611;Constituição. Parentesco e aliança. Linhas e graus;;
1922;342;;;;;;;342.1615;Obrigação de alimento ou manutenção. Alimentos. Dívida alimentar;;
1923;342;;;;;;;342.162;Casamento;;
1924;342;;;;;;;342.1621;Esponsais. Promessa de casamento;;
1925;342;;;;;;;342.16215;Ruptura de promessa de casamento. Indenizações;;
1926;342;;;;;;;342.16217;Intermediários. Profissão matrimonial. Agência matrimonial. Corretagem matrimonial;;
1927;342;;;;;;;342.1622;Condições necessárias para contratar casamento;;
1928;342;;;;;;;342.16221;Idade exigida. Casamento de impúberes;;
1929;342;;;;;;;342.16222;Consentimento;;
1930;342;;;;;;;342.16223;Impedimentos (parentesco, aliança, religião, raça etc). Publicações. Oposições. Dispensa;;
1931;342;;;;;;;342.16224;Condições eugênicas. Certificado pré-nupcial;;
1932;342;;;;;;;342.16227;Necessidade de ter preenchido certos deveres cívicos;;
1933;342;;;;;;;342.16228;Dote regulamentar (oficiais etc);;
1934;342;;;;;;;342.1623;Formalidades. Celebração. Casamento civil e casamento religioso;;
1935;342;;;;;;;342.1624;Nulidade e anulação do casamento;;
1936;342;;;;;;;342.16241;Nulidade absoluta. Impedimentos dirimentes absolutos;;
1937;342;;;;;;;342.16242;Nulidade relativa. Impedimentos dirimentes relativos;;
1938;342;;;;;;;342.16243;Casamento putativo (o que é contraído indevidamente, mas de boa-fé);;
1939;342;;;;;;;342.1625;Efeitos do casamento sobre a pessoa dos cônjuges. Deveres e direitos dos cônjuges;;
1940;342;;;;;;;342.16251;Deveres recíprocos;;
1941;342;;;;;;;342.162511;Fidelidade. Adultério. Manutenção;;
1942;342;;;;;;;342.162512;Assistência mútua;;
1943;342;;;;;;;342.162513;Vida em comum no domicílio conjugal;;
1944;342;;;;;;;342.16252;Mulher casada. Autoridade marital. Autorização marital;;
1945;342;;;;;;;342.162521;Direitos do marido em geral;;
1946;342;;;;;;;342.162522;Direitos da mulher em geral;;
1947;342;;;;;;;342.162524;Direitos do marido sobre os bens da mulher;;
1948;342;;;;;;;342.16253;Autorização judiciária dada à mulher casada;;
1949;342;;;;;;;342.1626;Efeitos do casamento sobre os bens dos cônjuges. Regime dos bens no casamento;;
1950;342;;;;;;;342.16261;Regime legal na ausência de contratos;;
1951;342;;;;;;;342.16262;Regime convencional. Contrato de casamento;;
1952;342;;;;;;;342.16264;Regime de comunhão universal;;
1953;342;;;;;;;342.16265;Regime de comunhão parcial;;
1954;342;;;;;;;342.16266;Regime de separação de bens;;
1955;342;;;;;;;342.16267;Dote. Regime dotal;;
1956;342;;;;;;;342.16268;Outros regimes de bens;;
1957;342;;;;;;;342.16269;Questões diversas relativas aos bens;;
1958;342;;;;;;;342.162691;Seguro entre os cônjuges;;
1959;342;;;;;;;342.1627;Dissolução, fim do casamento;;
1960;342;;;;;;;342.16271;Morte de um dos cônjuges;;
1961;342;;;;;;;342.16272;Divórcio;;
1962;342;;;;;;;342.16273;Separação de corpos. Desquite;;
1963;342;;;;;;;342.162731;Separação judicial;;
1964;342;;;;;;;342.162732;Separação convencional;;
1965;342;;;;;;;342.162733;Repúdio;;
1966;342;;;;;;;342.16274;Segundo casamento (prazo, condição). Casamento subseqüente. Segundas núpcias;;
1967;342;;;;;;;342.1628;Diversas espécies de casamento;;
1968;342;;;;;;;342.16281;Casamentos secretos, clandestinos;;
1969;342;;;;;;;342.16282;Casamentos in extremis;;
1970;342;;;;;;;342.16283;Casamentos morganáticos;;
1971;342;;;;;;;342.162841;Concubinato legal. União estável;;
1972;342;;;;;;;342.162842;Uniões ilegítimas. Concubinato. União livre. Contrato de União;;
1973;342;;;;;;;342.16285;Casamento por procuração;;
1974;342;;;;;;;342.16286;Casamento por compra;;
1975;342;;;;;;;342.163;Filiação. Pais e filhos;;
1976;342;;;;;;;342.1631;Filiação legítima;;
1977;342;;;;;;;342.16311;Conceito, causa, natureza;;
1978;342;;;;;;;342.16312;Prova de legitimidade;;
1979;342;;;;;;;342.163121;Maternidade legítima;;
1980;342;;;;;;;342.163122;Paternidade legítima;;
1981;342;;;;;;;342.163125;Prova contrária. Denegação;;
1982;342;;;;;;;342.1632;Filiação natural ou descendência ilegítima;;
1983;342;;;;;;;342.16321;Investigação da filiação ilegítima;;
1984;342;;;;;;;342.163211;Investigação da maternidade natural;;
1985;342;;;;;;;342.163212;Investigação da paternidade natural;;
1986;342;;;;;;;342.163213;Filiação adulterina ou incestuosa;;
1987;342;;;;;;;342.16322;Posse de estado;;
1988;342;;;;;;;342.16323;Reconhecimento. Formas. Condições. Efeitos;;
1989;342;;;;;;;342.16324;Condição de filho natural;;
1990;342;;;;;;;342.16325;Legitimidade ou declaração de legitimidade;;
1991;342;;;;;;;342.16328;Condição jurídica dos filhos nascidos dos casamentos nulos;;
1992;342;;;;;;;342.1633;Adoção;;
1993;342;;;;;;;342.16331;Adoção entre vivos. Condições, formas, efeitos;;
1994;342;;;;;;;342.16332;Adoção testamentária;;
1995;342;;;;;;;342.1634;Relações jurídicas entre os pais e os filhos em geral. Poder ou autoridade paterna;;
1996;342;;;;;;;342.1635;Efeitos do poder paterno quanto à pessoa do filho;;
1997;342;;;;;;;342.1636;Efeitos quanto aos bens dos filhos;;
1998;342;;;;;;;342.1637;Controle do exercício do poder pátrio. Proteção da infância;;
1999;342;;;;;;;342.1638;Condição privilegiada de certos filhos em relação aos outros. Sexo. Idade.;;
2000;342;;;;;;;342.164;Tutela e curatela;;
2001;342;;;;;;;342.1641;Idade e condição de minoridade e de maioridade;;
2002;342;;;;;;;342.1642;Tutela de menores;;
2003;342;;;;;;;342.1643;Diversas espécies de tutela;;
2004;342;;;;;;;342.16431;Tutela legal;;
2005;342;;;;;;;342.16432;Tutela testamentária;;
2006;342;;;;;;;342.16433;Tutela dativa;;
2007;342;;;;;;;342.16436;Tutela frutuária;;
2008;342;;;;;;;342.16437;Tutela dos filhos naturais;;
2009;342;;;;;;;342.1644;Autoridades tutelares;;
2010;342;;;;;;;342.16442;Conselho de família;;
2011;342;;;;;;;342.16443;Conselho de tutela;;
2012;342;;;;;;;342.16445;Curador;;
2013;342;;;;;;;342.16446;Atribuições do ministério público, do juiz de paz e do tribunal em matéria tutelar;;
2014;342;;;;;;;342.16448;Causas de incapacidade, de exclusão, de dispensa das funções tutelares;;
2015;342;;;;;;;342.1645;Missão e encargo da tutela;;
2016;342;;;;;;;342.1646;Emancipação. Curatela do menor emancipado;;
2017;342;;;;;;;342.1647;Curatela de alienados;;
2018;342;;;;;;;342.1648;Curatela de pródigos. Conselho Judiciário;;
2019;342;;;;;;;342.1649;Curatela de enfermos, surdos-mudos, cegos etc;;
44;342;;;;;;;342.165;Direito hereditário ou das Sucessões;;
2020;342;;;;;;;342.165;Direito hereditário ou das Sucessões;;
2021;342;;;;;;;342.1651;Sucessão legítima em geral;;
2022;342;;;;;;;342.1652;Ordem de sucessão em geral;;
2023;342;;;;;;;342.1653;Sucessão deferida aos ascendentes legítimos;;
2024;342;;;;;;;342.1654;Sucessão deferida aos descendentes legítimos;;
2025;342;;;;;;;342.1655;Sucessão deferida aos colaterais;;
2026;342;;;;;;;342.1656;Sucessão deferida aos filhos, descendentes e ascendentes naturais;;
2027;342;;;;;;;342.1657;Sucessão deferida ao cônjuge. Usufruto do cônjuge;;
2028;342;;;;;;;342.1658;Estado, fisco, comunidade. Hospitais. Estabelecimentos de mão morta;;
2029;342;;;;;;;342.1659;Herança jacente. Herança vacante;;
2030;342;;;;;;;342.166;Transmissão da hereditariedade. Direitos obrigações dos herdeiros;;
2031;342;;;;;;;342.1661;Quota disponível. Legítima ou reserva hereditária;;
2032;342;;;;;;;342.1662;Transmissão da herança;;
2033;342;;;;;;;342.16621;Abertura da sucessão. Declaração. Posse;;
2034;342;;;;;;;342.16622;Aceitação pura e simples. Ação de herdar;;
2035;342;;;;;;;342.16623;Benefício de inventário;;
2036;342;;;;;;;342.16624;Renúncia;;
2037;342;;;;;;;342.1663;Direitos e obrigações dos herdeiros;;
2038;342;;;;;;;342.1664;Partilha. Liquidação;;
2039;342;;;;;;;342.1665;Restituição ao monte da herança;;
2040;342;;;;;;;342.167;Testamento e legados. Doações por causa mortis. Liberdade de testar;;
2041;342;;;;;;;342.1672;Testamentos;;
2042;342;;;;;;;342.16722;Testamentos ordinários;;
2043;342;;;;;;;342.16723;Testamentos especiais e extraordinários (Testamentos militares, marítimos, etc);;
2044;342;;;;;;;342.16725;Testamentos comuns, conjuntos ou recíprocos;;
2045;342;;;;;;;342.16728;Revogação expressa ou tácita dos testamentos. Caducidade;;
2046;342;;;;;;;342.1673;Capacidade de testar e adquirir por testamento;;
2047;342;;;;;;;342.1674;Disposições testamentárias;;
2048;342;;;;;;;342.1675;Substituição. Fideicomisso;;
2049;342;;;;;;;342.1676;Execução dos testamentos;;
2050;342;;;;;;;342.1677;Direito de acrescer entre herdeiros e legatários;;
2051;342;;;;;;;342.1679;Legados e estabelecimentos públicos;;
2052;342;;;;;;;342.168;Outras espécies de sucessões por modos particulares;;
45;342;;;;;;;342.17;Direito do Menor. Estatuto da Criança e do Adolescente (ECA);;
2053;342;;;;;;;342.17;Direito do Menor. Estatuto da Criança e do Adolescente (ECA);;
46;342;;;;;;;342.2;DIREITO COMERCIAL;;
2054;342;;;;;;;342.2;DIREITO COMERCIAL;;
2055;342;;;;;;;342.21;Atos de comércio. Pessoas que exercem o comércio;;
2056;342;;;;;;;342.211;Atos de comércio;;
2057;342;;;;;;;342.212;Comerciantes. Condições para ser comerciante;;
2058;342;;;;;;;342.213;Mulheres e menores comerciantes;;
2059;342;;;;;;;342.214;Registros de comércio. Juntas comerciais;;
2060;342;;;;;;;342.215;Estabelecimentos comerciais. Fundos de comércio. Sucursais;;
2061;342;;;;;;;342.2153;Venda e hipoteca de fundos comerciais;;
2062;342;;;;;;;342.216;Prepostos comerciais. Procuração comercial;;
2063;342;;;;;;;342.217;Agentes, empregados comerciais;;
2064;342;;;;;;;342.218;Objeto do comércio em geral;;
2065;342;;;;;;;342.219;Contabilidade comercial. Livros de comércio. Contas, inventários, balanços;;
2066;342;;;;;;;342.22;Sociedades comerciais;;
2067;342;;;;;;;342.221;Associações comerciais;;
2068;342;;;;;;;342.2211;Associações de participação;;
2069;342;;;;;;;342.2212;Associações provisórias. Sindicatos financeiros;;
2070;342;;;;;;;342.2213;Associações de seguro e socorro mútuo;;
2071;342;;;;;;;342.222;Sociedades em nome coletivo;;
2072;342;;;;;;;342.223;Sociedades em comandita;;
2073;342;;;;;;;342.224;Sociedades de responsabilidade limitada. Sociedades por quotas. Sociedades por ações;;
2074;342;;;;;;;342.225;Sociedades anônimas;;
