Seq.;Área;Nivel1;Nivel2;Nivel3;Nivel4;Nivel5;Nivel6;CDD;Descrição;;
873;341;;;;;;;341.39744;Salário-Educação;;
874;341;;;;;;;341.398;Parafiscalidade;;
875;341;;;;;;;341.399;Administração tributária;;
876;341;;;;;;;341.39901;Conselhos e Comissões;;
877;341;;;;;;;341.399011;Conselho de Política Aduaneira (CPA). Conselho Superior de Tarifa;;
878;341;;;;;;;341.399012;Conselhos de Contribuintes;;
879;341;;;;;;;341.399013;Outros Conselhos e Comissões;;
880;341;;;;;;;341.3991;Arrecadação de Tributos;;
881;341;;;;;;;341.3992;Fiscalização tributária;;
882;341;;;;;;;341.39921;Sigilo Tributário;;
883;341;;;;;;;341.39922;Sigilo bancário;;
884;341;;;;;;;341.39923;Apreensão de documentos. Apreensão de mercadorias;;
885;341;;;;;;;341.3993;Gradação das multas. Circunstâncias agravantes. Circunstâncias atenuantes;;
886;341;;;;;;;341.3994;Certidão negativa de débito. Certidão positiva de débito;;
887;341;;;;;;;341.3995;Cadastro Nacional de Pessoas Jurídicas (CNPJ). Inscrição da empresa. Cadastro de Pessoas Físicas (CPF);;
888;341;;;;;;;341.3996;Compensação de tributos;;
27;341;;;;;;;341.4;DIREITO PROCESSUAL;;
889;341;;;;;;;341.4;DIREITO PROCESSUAL;;
890;341;;;;;;;341.41;Organização Judiciária. Pessoal judiciário;;
891;341;;;;;;;341.411;Notário. Tabeliães. Direito notarial;;
892;341;;;;;;;341.412;Magistrados. Magistratura judiciária;;
893;341;;;;;;;341.413;Ministério público. Procuradorias. Advocacia pública. Advocacia-Geral da União. Defensoria pública;;
894;341;;;;;;;341.414;Diversos auxiliares da Justiça. Oficiais de Justiça;;
895;341;;;;;;;341.415;Advogados. Foro;;
896;341;;;;;;;341.416;Organização e administração da Justiça em geral;;
897;341;;;;;;;341.417;Polícia judiciária;;
898;341;;;;;;;341.418;Competência. Jurisdição. Atribuições;;
899;341;;;;;;;341.4181;Inquérito Civil;;
900;341;;;;;;;341.4182;Ação Civil Pública;;
901;341;;;;;;;341.4183;Ação Penal Pública;;
902;341;;;;;;;341.419;Cortes e tribunais;;
903;341;;;;;;;341.4191;Tribunais superiores. Supremo Tribunal Federal (STF). Superior Tribunal de Justiça (STJ). Tribunal Superior do Trabalho (TST). Tribunal Superior Eleitoral (TSE). Superior Tribunal Militar (STM);;
904;341;;;;;;;341.4192;Tribunais de apelação. Tribunais de recurso;;
905;341;;;;;;;341.41921;Tribunal Federal de Recursos (TFR). Tribunais regionais federais. Juízes federais. Juizados especiais federais;;
906;341;;;;;;;341.41922;Tribunais militares. Juízes militares. Auditores da justiça militar;;
907;341;;;;;;;341.41923;Tribunais Regionais Eleitorais. Juntas eleitorais. Juízes eleitorais;;
908;341;;;;;;;341.41924;Tribunais do trabalho. Juízes do trabalho. Juízes classistas (Ver também 342.68 Direito Processual do Trabalho);;
909;341;;;;;;;341.41925;Tribunais de justiça. Tribunais de alçada. Juízes de direito;;
910;341;;;;;;;341.41926;Juizados especiais cíveis e criminais;;
28;341;;;;;;;341.43;Direito Processual Penal;;
911;341;;;;;;;341.43;Direito Processual Penal;;
912;341;;;;;;;341.431;Processo nos diferentes tribunais e jurisdições;;
913;341;;;;;;;341.432;Partes. Ações;;
914;341;;;;;;;341.4321;Parte incriminada ou parte culpada. Direitos da defesa;;
915;341;;;;;;;341.4322;Parte lesada ou parte civil;;
916;341;;;;;;;341.4323;Ação penal, ação pública em geral;;
917;341;;;;;;;341.4325;Maneira pela qual o citado é conduzido perante à Justiça. Prisão, ordem do comparecimento e de captura;;
918;341;;;;;;;341.4326;Detenção preventiva. Liberdade sob caução. Fiança. Liberdade provisória;;
919;341;;;;;;;341.4327;Habeas corpus;;
920;341;;;;;;;341.433;Instrução penal;;
921;341;;;;;;;341.4331;Instrução penal propriamente dita. Informação ou pesquisa das provas da imputabilidade;;
922;341;;;;;;;341.4332;Atos diversos da instrução;;
923;341;;;;;;;341.4333;Acusação;;
924;341;;;;;;;341.4335;Declaração de improcedência;;
925;341;;;;;;;341.4336;Conflitos de competência;;
926;341;;;;;;;341.4338;Questões prejudiciais;;
927;341;;;;;;;341.4339;Debates na audiência. Debate oral;;
928;341;;;;;;;341.434;Provas em matéria penal;;
929;341;;;;;;;341.4341;Provas escritas. Documentos;;
930;341;;;;;;;341.4342;Provas por indícios e presunções;;
931;341;;;;;;;341.4343;Provas testemunhais;;
932;341;;;;;;;341.4344;Interrogatório do acusado. Confissão;;
933;341;;;;;;;341.4345;Juramento;;
934;341;;;;;;;341.4347;Investigação feita no local do crime, pelos juizes;;
935;341;;;;;;;341.4348;Perícia nas escritas;;
936;341;;;;;;;341.435;Julgamento e vias de recursos;;
937;341;;;;;;;341.4351;Julgamento com ausência de uma das partes. Oposição. Contumácia. Adiamento de causa;;
938;341;;;;;;;341.4352;Execução do julgamento e das penas;;
939;341;;;;;;;341.4353;Coisa julgada;;
940;341;;;;;;;341.4354;Absolvição;;
941;341;;;;;;;341.4355;Vias de recurso em geral;;
942;341;;;;;;;341.4356;Recurso;;
943;341;;;;;;;341.4357;Cassação;;
944;341;;;;;;;341.4358;Revisão. Pedido de revisão;;
945;341;;;;;;;341.4359;Erros judiciários;;
946;341;;;;;;;341.436;Pessoal e auxiliares da Justiça repressiva;;
947;341;;;;;;;341.4361;Júri;;
948;341;;;;;;;341.4362;Magistrados;;
949;341;;;;;;;341.4363;Ministério público. Procuradores. Oficiais da polícia judiciária;;
950;341;;;;;;;341.4364;Outras pessoas ligadas à justiça repressiva em geral;;
951;341;;;;;;;341.437;Organização da justiça repressiva em geral;;
952;341;;;;;;;341.438;Competência e jurisdição em matéria penal;;
953;341;;;;;;;341.439;Cortes e tribunais penais em particular;;
954;341;;;;;;;341.4391;Tribunal do júri;;
29;341;;;;;;;341.46;Direito Processual Civil;;
955;341;;;;;;;341.46;Direito Processual Civil;;
956;341;;;;;;;341.461;Processos particulares;;
957;341;;;;;;;341.4618;Processo diante de árbitros. Arbitragem;;
958;341;;;;;;;341.462;Fases do processo;;
959;341;;;;;;;341.4621;Partes no processo;;
960;341;;;;;;;341.46211;Capacidade de demandar. Habilitação. Autorização;;
961;341;;;;;;;341.46212;Consórcio de processos. Pluralidade de partes. Ações conjuntas. Litisconsórcio;;
962;341;;;;;;;341.46213;Participação de terceiros no processo;;
963;341;;;;;;;341.46214;Mandatários judiciários. Dominus litis;;
964;341;;;;;;;341.46215;Intervenção do Ministério público;;
965;341;;;;;;;341.46216;Custas e despesas;;
966;341;;;;;;;341.46218;Assistência judiciária. Processo gratuito. Justiça gratuita;;
967;341;;;;;;;341.46219;Mandado de segurança;;
968;341;;;;;;;341.4622;Ações civis em geral;;
969;341;;;;;;;341.46221;Prescrição das ações;;
970;341;;;;;;;341.46223;Condições de existência das ações;;
971;341;;;;;;;341.46226;Diversas espécies de ações;;
972;341;;;;;;;341.46227;Acumulação e concurso de ações. Concurso de ação civil e ação penal;;
973;341;;;;;;;341.4623;Designação de defensor. Demanda. Determinação do dia. Citação em justiça. Comparecimento em Justiça;;
974;341;;;;;;;341.4624;Litiscontestação;;
975;341;;;;;;;341.4625;Conciliação;;
976;341;;;;;;;341.4626;Direito de defesa em geral;;
977;341;;;;;;;341.4627;Exceções;;
978;341;;;;;;;341.46271;Exceção de coisa julgada;;
979;341;;;;;;;341.46273;Condições das exceções;;
980;341;;;;;;;341.46274;Litispendência. Conexidade de causa. Exceções declinatórias;;
981;341;;;;;;;341.46276;Outras espécies de exceções;;
982;341;;;;;;;341.4628;Reconvenção;;
983;341;;;;;;;341.463;Formalidades judiciárias. Instrução. Debates e discussão;;
984;341;;;;;;;341.4631;Atos do processo em geral;;
985;341;;;;;;;341.46311;Significação. Notificações;;
986;341;;;;;;;341.46312;Exibição e comunicação dos documentos;;
987;341;;;;;;;341.46313;Conclusões;;
988;341;;;;;;;341.4632;Tempos e prazos. Computação do tempo. Abreviação do prazo;;
989;341;;;;;;;341.4633;Nulidades. Prescrição. Exclusão. Faltas e erros;;
990;341;;;;;;;341.4634;Instrução;;
991;341;;;;;;;341.4637;Incidentes diversos do processo;;
992;341;;;;;;;341.46371;Interrupção. Perempção;;
993;341;;;;;;;341.46372;Desistência ou renúncia. Acordo;;
994;341;;;;;;;341.4638;Comissões rogatórias;;
995;341;;;;;;;341.4639;Audiência;;
996;341;;;;;;;341.46391;Organização dos trabalhos;;
997;341;;;;;;;341.46393;Discussão oral;;
998;341;;;;;;;341.46395;Processo verbal;;
999;341;;;;;;;341.46397;Policiamento da audiência. Audiência secreta;;
1000;341;;;;;;;341.464;Provas;;
1001;341;;;;;;;341.4641;Provas em geral;;
1002;341;;;;;;;341.4642;Provas por escrito ou por marcas;;
1003;341;;;;;;;341.46422;Documentos públicos. Títulos autênticos. Documentos falsos;;
1004;341;;;;;;;341.46423;Documentos particulares. Correspondência;;
1005;341;;;;;;;341.46424;Talhos, marcas e outras formas mnemônicas;;
1006;341;;;;;;;341.46425;Cópias de cartas;;
1007;341;;;;;;;341.46428;Verificação. Perícia de caligrafia;;
1008;341;;;;;;;341.4643;Provas por testemunhas. Testemunhas. Interrogatórios;;
1009;341;;;;;;;341.46431;Affidavit (Declaração sob as penas da lei);;
1010;341;;;;;;;341.46433;Idoneidade;;
1011;341;;;;;;;341.46435;Segredo profissional;;
1012;341;;;;;;;341.4644;Declaração ou confissão da parte;;
1013;341;;;;;;;341.4645;Juramento judicial;;
1014;341;;;;;;;341.4646;Presunções. Notoriedade;;
1015;341;;;;;;;341.46461;Presunções legais, absolutas e relativas;;
1016;341;;;;;;;341.46462;Presunções simples;;
1017;341;;;;;;;341.46465;Notoriedade. Atos de notoriedade;;
1018;341;;;;;;;341.4647;Inspeção pessoal;;
1019;341;;;;;;;341.4648;Perícia;;
1020;341;;;;;;;341.465;Decisões judiciárias. Vias de execução. Vias de recurso;;
1021;341;;;;;;;341.4651;Julgamentos. Decisões judiciárias: espécies e formas;;
1022;341;;;;;;;341.4652;Execução dos julgamentos. Expropriação forçada;;
1023;341;;;;;;;341.46521;Execução Fiscal;;
1024;341;;;;;;;341.46522;Execução Hipotecária;;
1025;341;;;;;;;341.46523;Execução voluntária;;
1026;341;;;;;;;341.46524;Embargos diversos, arresto;;
1027;341;;;;;;;341.46525;Embargos de Terceiros;;
1028;341;;;;;;;341.46526;Execução provisória;;
1029;341;;;;;;;341.46527;Seqüestro;;
1030;341;;;;;;;341.46528;Distribuição do preço e ordem entre os credores;;
1031;341;;;;;;;341.46529;Ordem de prisão;;
1032;341;;;;;;;341.4653;Coisa julgada;;
1033;341;;;;;;;341.4655;Vias de recurso em geral;;
1034;341;;;;;;;341.4656;Apelação. Segunda instância;;
1035;341;;;;;;;341.4657;Cassação;;
1036;341;;;;;;;341.4658;Outras vias de recurso contra as decisões judiciárias. Ação rescisória;;
1037;341;;;;;;;341.4659;Nulidade no processo;;
30;341;;;;;;;341.5;DIREITO PENAL;;
1038;341;;;;;;;341.5;DIREITO PENAL;;
1039;341;;;;;;;341.501;Teoria, conceito e fundamento do direito penal ou direito de punir;;
1040;341;;;;;;;341.509;Código penal;;
1041;341;;;;;;;341.51;Lei penal em geral, sua aplicação e sua eficácia no tempo e no espaço;;
1042;341;;;;;;;341.513;Retroatividade das leis penais. Irretroatividade das leis penais;;
1043;341;;;;;;;341.52;Pessoas imputáveis. Agentes das infrações;;
1044;341;;;;;;;341.521;Agentes do delito em geral;;
1045;341;;;;;;;341.5215;Diversas categorias de agentes;;
1046;341;;;;;;;341.522;Imputabilidade e responsabilidade em geral;;
1047;341;;;;;;;341.5222;Dolo e suas diversas espécies;;
1048;341;;;;;;;341.5223;Ausência de intenção criminosa fraudulenta;;
1049;341;;;;;;;341.5224;Culpa punível e suas diversas espécies;;
1050;341;;;;;;;341.5225;Caso fortuito. Força maior;;
1051;341;;;;;;;341.5227;Responsabilidade penal coletiva;;
1052;341;;;;;;;341.523;Circunstâncias e causas que modificam, atenuam, agravam ou excluem a imputabilidade;;
1053;341;;;;;;;341.524;Imputabilidade em relação à idade;;
1054;341;;;;;;;341.5241;Infância. Menores de idade;;
1055;341;;;;;;;341.5242;Velhice. Decrepitude ;;
1056;341;;;;;;;341.525;Outras causas que modificam, excluem ou diminuem a responsabilidade. Irresponsabilidade;;
1057;341;;;;;;;341.5251;Loucura. Doenças mentais;;
1058;341;;;;;;;341.5252;Surdo-mudez;;
1059;341;;;;;;;341.5253;Embriaguez. Alcoolismo. Responsabilidade dos alcoolizados;;
1060;341;;;;;;;341.5254;Sonambulismo. Hipnotismo. Sua influência sobre a responsabilidade;;
1061;341;;;;;;;341.5255;Paixões. Movimentos de cólera ou de dor;;
1062;341;;;;;;;341.526;Coação ou violência física e moral da vontade. Necessidade;;
1063;341;;;;;;;341.527;Ordem da lei. Comando da autoridade;;
1064;341;;;;;;;341.528;Legítima defesa. Provocação;;
1065;341;;;;;;;341.529;Ignorância. Erro;;
1066;341;;;;;;;341.53;Infrações ou atos puníveis em geral;;
1067;341;;;;;;;341.531;Teoria geral das infrações;;
1068;341;;;;;;;341.532;Divisão e classificação das infrações: crimes, delitos e contravenções. Seus caracteres respectivos;;
1069;341;;;;;;;341.533;Circunstâncias em geral que agravam, atenuam ou anulam as infrações;;
1070;341;;;;;;;341.5331;Circunstâncias atenuantes;;
1071;341;;;;;;;341.53311;Motivos nobres;;
1072;341;;;;;;;341.53312;Infrações contra pessoas notoriamente perigosas e turbulentas;;
1073;341;;;;;;;341.53313;Bons antecedentes;;
1074;341;;;;;;;341.53314;Modicidade ou ausência de dano. Necessidade urgente;;
1075;341;;;;;;;341.53315;Arrependimento eficaz, reparação espontânea do dano. Confissão voluntária;;
1076;341;;;;;;;341.53319;Outras circunstâncias atenuantes. Delito involuntário;;
1077;341;;;;;;;341.5332;Circunstâncias agravantes;;
1078;341;;;;;;;341.53321;Reincidência. Má vida anterior;;
1079;341;;;;;;;341.53322;Emprego de coação física ou moral. Armas. Atos de sevicia e de violência. Ameaça. Abuso de autoridade;;
1080;341;;;;;;;341.53323;Violação de deveres graves e especiais (menores, interditos incapazes). Laços de parentesco. Ingratidão;;
1081;341;;;;;;;341.53324;Infrações agravadas pela ocasião ou o local onde foram cometidas (Calamidades públicas, noite etc);;
1082;341;;;;;;;341.53325;Paixões vergonhosas e desonrantes. Frivolidades e ausência de motivo ao cometer a infração;;
1083;341;;;;;;;341.53326;Gravidade do dano causado e das conseqüências da infração. Perigo para a coletividade;;
1084;341;;;;;;;341.53327;Caráter público ou oficial dos delinqüentes ou das vítimas;;
1085;341;;;;;;;341.53328;Crime hediondo. Conceito de crime hediondo;;
1086;341;;;;;;;341.5333;Delito premeditado, tentado, falhado, consumado;;
1087;341;;;;;;;341.5334;Participação. Cooperação. Cumplicidade. Co-autoria;;
1088;341;;;;;;;341.5335;Concurso de infrações. Delitos conexos. Acúmulo de penas. Delitos sucessivos e contínuos;;
1089;341;;;;;;;341.54;Penas. Penalidades em geral;;
1090;341;;;;;;;341.541;Pena de morte e penas corporais;;
1091;341;;;;;;;341.5411;Diversas formas de execução da pena de morte;;
1092;341;;;;;;;341.5412;Penas corporais;;
1093;341;;;;;;;341.543;Penas privativas da liberdade;;
1094;341;;;;;;;341.5431;Penas de aprisionamento;;
1095;341;;;;;;;341.5432;Trabalhos forçados;;
1096;341;;;;;;;341.5433;Confinamento. Domicílio ou residência forçada. Interdição de estada. Afastamento do domicílio. Colocação à disposição do governo;;
1097;341;;;;;;;341.5434;Deportação;;
1098;341;;;;;;;341.5435;Liberdade condicional;;
1099;341;;;;;;;341.5436;Vigilância especial da polícia e das autoridades encarregadas de zelar pela segurança pública;;
1100;341;;;;;;;341.544;Penas relativas aos bens e ao exercício de certos direitos. Penas pecuniárias;;
1101;341;;;;;;;341.5441;Multas;;
1102;341;;;;;;;341.5442;Confiscação das coisas em relação direta à infração. Confiscação dos bens;;
1103;341;;;;;;;341.5443;Taxas fiscais;;
1104;341;;;;;;;341.5444;Penas infamantes e privativas de certos direitos;;
1105;341;;;;;;;341.5445;Destituição e interdição de direitos civis e políticos e das funções públicas. Incapacidades resultantes de certas penas;;
1106;341;;;;;;;341.5446;Interdição legal. Morte civil;;
1107;341;;;;;;;341.5447;Interdição do exercício de uma profissão, arte ou ofício;;
1108;341;;;;;;;341.545;Questões diversas relativas às penas;;
1109;341;;;;;;;341.5451;Condenação condicional;;
1110;341;;;;;;;341.5452;Sentenças indeterminadas. Indeterminação das penas;;
1111;341;;;;;;;341.5453;Execução sumária sem julgamento. Lei de Lynch. Pena de Talião. Vendetta;;
1112;341;;;;;;;341.5454;Administração judiciária. Censura;;
1113;341;;;;;;;341.5455;Caução de boa conduta;;
1114;341;;;;;;;341.5456;Banimento. Proscrição. Exílio. Expatriação forçada;;
1115;341;;;;;;;341.5457;Penas disciplinares diversas;;
1116;341;;;;;;;341.5458;Regras técnicas relativas à duração das penas. Redação das penas;;
1117;341;;;;;;;341.5459;Registro judiciário;;
1118;341;;;;;;;341.5461;Prescrição da pena;;
1119;341;;;;;;;341.5462;Graça. Indulto. Comutação da pena. Anistia;;
1120;341;;;;;;;341.5463;Suspensão condicional da pena. Sursis;;
1121;341;;;;;;;341.5464;Reabilitação;;
1122;341;;;;;;;341.5465;Morte do condenado;;
1123;341;;;;;;;341.5466;Conseqüências civis dos delitos. Reparação do dano. Ação civil. Ação de restituição;;
1124;341;;;;;;;341.5467;Penalidades coletivas;;
1125;341;;;;;;;341.55;Diversas espécies de infrações;;
1126;341;;;;;;;341.551;Infrações contra o Estado e contra a administração;;
1127;341;;;;;;;341.5511;Infrações contra os poderes constituídos;;
1128;341;;;;;;;341.5512;Infrações contra a pátria;;
1129;341;;;;;;;341.55121;Espionagem;;
1130;341;;;;;;;341.55122;Traição. Negociação com o inimigo;;
1131;341;;;;;;;341.55123;Ofensas à bandeira e aos emblemas nacionais;;
1132;341;;;;;;;341.5513;Infrações contra os Estados estrangeiros, seus soberanos e representantes;;
1133;341;;;;;;;341.55131;Ofensas aos chefes de Estados estrangeiros;;
1134;341;;;;;;;341.55132;Ofensas aos representantes de Estados estrangeiros;;
1135;341;;;;;;;341.55133;Ofensas às bandeiras e a outros emblemas de Estados estrangeiros;;
1136;341;;;;;;;341.55134;Alistamento de nacionais sob uma bandeira estrangeira contra outra potência estrangeira;;
1137;341;;;;;;;341.5514;Infrações contra a ordem e a segurança pública;;
1138;341;;;;;;;341.55141;Associações e seitas perigosas;;
1139;341;;;;;;;341.55142;Instigação e provocação ao crime. Apologia do delito;;
1140;341;;;;;;;341.551421;Incitação à guerra civil;;
1141;341;;;;;;;341.55143;Rebelião, ultrajes, recusa de obediência à autoridade. Violências, resistência e outros delitos contra pessoas investidas de autoridade pública;;
1142;341;;;;;;;341.551431;Recusa de serviço militar;;
1143;341;;;;;;;341.55144;Armas proibidas;;
1144;341;;;;;;;341.55145;Mendicidade, vagabundagem. Nômades. Vadiagem de menores;;
1145;341;;;;;;;341.55146;Infrações contra a segurança dos meios de transporte e comunicação;;
1146;341;;;;;;;341.5516;Infrações contra a saúde e alimentação pública em geral. Falsificações;;
1147;341;;;;;;;341.55161;Substâncias alimentícias deterioradas;;
1148;341;;;;;;;341.55162;Propagação de doenças contagiosas. Contaminação intra-sexual;;
1149;341;;;;;;;341.55163;Envenenamento de água potável. Venda de medicamentos nos quais a substância, a quantidade e a qualidade não correspondem a prescrição médica;;
1150;341;;;;;;;341.55164;Exercício ilegal da medicina. Charlatanismo;;
1151;341;;;;;;;341.55165;Infrações contra as leis e regulamentos relativos às inumações e aos cemitérios. Violação de sepulturas. Injúrias aos cadáveres;;
1152;341;;;;;;;341.55166;Infrações contra as leis e regulamentos relativos à impressão, distribuição e afixação de impressos;;
1153;341;;;;;;;341.5517;Infrações contra a administração pública;;
1154;341;;;;;;;341.55171;Peculato. Concussão;;
1155;341;;;;;;;341.55172;Corrupção dos funcionários;;
1156;341;;;;;;;341.55173;Abuso de autoridade e violação dos deveres inerentes a uma função pública. Desvio do poder;;
1157;341;;;;;;;341.55174;Abuso dos ministros do culto no exercício de suas funções;;
1158;341;;;;;;;341.55175;Usurpação de funções públicas, de títulos ou de honras. Uso sem direito de condecorações, de uniformes etc;;
1159;341;;;;;;;341.55176;Não cumprimento de obrigações e fraude nos fornecimentos públicos;;
1160;341;;;;;;;341.55177;Violação de selos. Subtração de depósitos públicos;;
1161;341;;;;;;;341.55178;Infrações contra as prescrições fiscais. Contrabando. Sonegação fiscal;;
1162;341;;;;;;;341.5518;Infrações contra a administração da Justiça;;
1163;341;;;;;;;341.55181;Recusa de exercer funções legais (jurados, testemunhas etc);;
1164;341;;;;;;;341.55182;Simulação de crimes;;
1165;341;;;;;;;341.55183;Falso em Justiça;;
1166;341;;;;;;;341.551831;Falso testemunho e falsa perícia;;
1167;341;;;;;;;341.551832;Juramento em falso. Perjúrio;;
1168;341;;;;;;;341.551833;Suborno de testemunhas;;
1169;341;;;;;;;341.551834;Usurpação de nome perante as jurisdições de instrução e repressão;;
1170;341;;;;;;;341.55184;Favores concedidos a criminoso. Receptação de criminosos;;
1171;341;;;;;;;341.55185;Exercício arbitrário de seu direito, Justiça feita por si mesmo;;
1172;341;;;;;;;341.55186;Prevaricação;;
1173;341;;;;;;;341.55187;Evasão e não execução da pena;;
1174;341;;;;;;;341.551871;Rebelião contra a Justiça. Delitos de audiência;;
1175;341;;;;;;;341.551872;Corrupção dos juizes;;
1176;341;;;;;;;341.552;Infrações relativas às liberdades fundamentais;;
1177;341;;;;;;;341.5521;Liberdades políticas;;
1178;341;;;;;;;341.55211;Delitos eleitorais;;
1179;341;;;;;;;341.5522;Liberdade de culto (Ultraje à religião. Sacrilégio. Blasfêmia. Feitiçaria);;
1180;341;;;;;;;341.5523;Liberdade individual;;
1181;341;;;;;;;341.55231;Servidão. Escravidão;;
1182;341;;;;;;;341.55232;Seqüestro de pessoas;;
1183;341;;;;;;;341.55233;Prisão, detenção arbitrária por funcionários públicos. Recusa ilegítima de encarceramento;;
1184;341;;;;;;;341.55234;Perseguições pessoais arbitrárias;;
1185;341;;;;;;;341.55235;Rapto de menores;;
1186;341;;;;;;;341.55236;Ameaças;;
1187;341;;;;;;;341.55237;Violência privada. Coerção;;
1188;341;;;;;;;341.5524;Inviolabilidade do domicílio;;
1189;341;;;;;;;341.55241;Violação de domicílio cometido por funcionários públicos;;
1190;341;;;;;;;341.5525;Inviolabilidade de segredos;;
1191;341;;;;;;;341.55251;Segredos de correspondência: cartas, telegramas;;
1192;341;;;;;;;341.552511;Abertura e subtração de correspondência;;
1193;341;;;;;;;341.552512;Divulgação e revelação de segredos de correspondências;;
1194;341;;;;;;;341.552513;Violação de segredos de correspondências por parte de agentes da administração dos correios e telégrafos;;
1195;341;;;;;;;341.55252;Segredo profissional. Revelação;;
1196;341;;;;;;;341.5526;Liberdade econômica (Liberdade de comércio, de indústria, de trabalho e de livre concorrência);;
1197;341;;;;;;;341.55261;Greves;;
1198;341;;;;;;;341.553;Infrações contra a fé pública;;
1199;341;;;;;;;341.5531;Moeda falsa. Fraude em papéis de crédito público;;
1200;341;;;;;;;341.5532;Outras falsificações;;
1201;341;;;;;;;341.55321;Falsificações de selos e de estampilhas;;
1202;341;;;;;;;341.55322;Falsificação de passagens de estradas de ferro e de outras empresas de transporte;;
1203;341;;;;;;;341.55323;Supressão e destruição de marcas e sinais distintivos sobre selos e estampilhas;;
1204;341;;;;;;;341.5534;Falsificação de documentos. Falsificação de assinaturas;;
1205;341;;;;;;;341.5535;Falsificação de passaportes, licenças, certificados, atestados e declarações;;
1206;341;;;;;;;341.5536;Uso de nome falso;;
1207;341;;;;;;;341.554;Fraudes no comércio e indústria. Crimes contra a economia popular;;
1208;341;;;;;;;341.5541;Alta e baixa fraudulenta dos preços nos mercados públicos e nas bolsas de comércio;;
1209;341;;;;;;;341.5542;Açambarcamento, monopólio, trust, agiotagem. Fraude no peso e nas medidas. Falsa indicação das proveniências;;
1210;341;;;;;;;341.5543;Falsificação de nomes, marcas, selos, distintivos, desenhos e modelos industriais. Delitos contra a propriedade industrial e artística;;
1211;341;;;;;;;341.5544;Revelação de segredos científicos e industriais;;
1212;341;;;;;;;341.5545;Falência;;
1213;341;;;;;;;341.55451;Falência simples;;
1214;341;;;;;;;341.55452;Falência fraudulenta;;
1215;341;;;;;;;341.5546;Usura;;
1216;341;;;;;;;341.5547;Engano e fraude na venda e nos contratos em geral. Balanços falsos;;
1217;341;;;;;;;341.5548;Infrações contra a liberdade e segurança das hastas públicas. Venda pública de mercadorias novas;;
1218;341;;;;;;;341.555;Infrações contra os bons costumes, a ordem das, famílias e a moralidade;;
1219;341;;;;;;;341.5551;Atentado, violação, sedução etc;;
1220;341;;;;;;;341.55511;Atentado ao pudor;;
1221;341;;;;;;;341.55512;Violação. Estupro;;
1222;341;;;;;;;341.55513;Sedução por meios fraudulentos. Promessa de casamento;;
1223;341;;;;;;;341.55514;Pessoas incapazes de consentimento: menores, dementes, hipnotizados;;
1224;341;;;;;;;341.55515;Abuso de confiança, de autoridade, de relação doméstica;;
1225;341;;;;;;;341.5552;Ultraje público aos bons costumes;;
1226;341;;;;;;;341.55521;Pornografia. Escritos, imagens, canções obscenas;;
1227;341;;;;;;;341.55522;Atos atentatórios ao pudor;;
1228;341;;;;;;;341.55523;Atos contra a natureza. Inversão sexual. Bestialidade. Sadismo;;
1229;341;;;;;;;341.55524;Prostituição. Incitação à libertinagem;;
1230;341;;;;;;;341.55525;Tráfico branco;;
1231;341;;;;;;;341.55526;Corrupção de menores. Rapto de maiores;;
1232;341;;;;;;;341.55527;Crimes contra a ordem das famílias;;
1233;341;;;;;;;341.55528;Assédio sexual;;
1234;341;;;;;;;341.5553;Infrações contra a ordem das famílias;;
1235;341;;;;;;;341.55531;Adultério;;
1236;341;;;;;;;341.55532;Bigamia;;
1237;341;;;;;;;341.55533;Incesto;;
1238;341;;;;;;;341.5554;Jogo. Casas de jogo. Loterias proibidas. Casas de penhor. Corridas;;
1239;341;;;;;;;341.5555;Uso e tráfico de drogas;;
1240;341;;;;;;;341.55551;Importação, exportação, venda, fornecimento ilegal de substância entorpecente ou que determine dependência física ou psíquica;;
1241;341;;;;;;;341.55552;Fabricação ou cultivo de substâncias entorpecentes;;
1242;341;;;;;;;341.55553;Uso, transporte ou guarda de substâncias entorpecentes;;
1243;341;;;;;;;341.55554;Induzimento ao uso de entorpecentes;;
1244;341;;;;;;;341.55555;Incentivo ou difusão do uso de entorpecentes;;
1245;341;;;;;;;341.5556;Crueldade e mal trato para com os animais;;
1246;341;;;;;;;341.556;Infrações contra as pessoas;;
1247;341;;;;;;;341.5561;Homicídio. Lesões corporais;;
1248;341;;;;;;;341.55611;Homicídio voluntário: assassinato;;
1249;341;;;;;;;341.556111;Homicídio premeditado, por traição e de emboscada;;
1250;341;;;;;;;341.556112;Homicídio não premeditado, impulsivo e com sevícias graves;;
1251;341;;;;;;;341.556113;Homicídio para preparar, facilitar, executar ou ocultar um outro crime, tendo em vista assegurar o lucro ou procurar a impunidade. Homicídio cometido a mandado. Homicídio tendo por móvel o roubo;;
1252;341;;;;;;;341.556114;Homicídio cometido por meio de incêndio, de inundação, de submersão ou de outros crimes que façam correr perigo a coletividade;;
1253;341;;;;;;;341.556115;Homicídio de pessoas consangüíneas e parentes. Parricídio;;
1254;341;;;;;;;341.556116;Homicídio da pessoa do chefe de Estado, dos membros de parlamento, de funcionários públicos em razão de suas funções. Regicídio;;
1255;341;;;;;;;341.556117;Genocídio;;
1256;341;;;;;;;341.556118;Tortura;;
1257;341;;;;;;;341.55612;Envenenamento;;
1258;341;;;;;;;341.55613;Duelo;;
1259;341;;;;;;;341.55614;Suicídio;;
1260;341;;;;;;;341.55615;Lesões corporais: Atos de violência;;
